DATE, INBOUND_FOR , OUTBOUND_FOR , NET_FOR , INBOUND_KZT , OUTBOUND_KZT , NET_KZT , NET_TOTAL ,USD,EUR,DELTA_NET_USD,DELTA_NET_EUR,DELTA_IN_FOR,DELTA_OUT_FOR,DELTA_NET_FOR,DELTA_IN_KZT,DELTA_OUT_KZT,DELTA_NET_KZT,DELTA_NET_TOTAL,CALENDAR,RATE_FOR,RATE_KZT
12/18/2017,7843968.0000,8327272.0000,-483304.0000,44635640.0000,34313203.0000,10322436.0000,9839132.0000,335.3300,395.4900,0.0000,0.0000,0.9687,0.8006,0.2453,0.1369,0.3092,-0.2092,-0.2074,NORMAL,0.0150,0.1260
12/19/2017,7324133.0000,9476232.0000,-2152099.0000,55870388.0000,46316380.0000,9554008.0000,7401908.0000,335.3300,395.4900,0.0000,0.0000,-0.0663,0.1380,-3.4529,0.2517,0.3498,-0.0744,-0.2477,NORMAL,0.0150,0.1260
12/20/2017,13298716.0000,22751368.0000,-9452652.0000,88759792.0000,77030869.0000,11728923.0000,2276271.0000,335.3300,395.4900,0.0000,0.0000,0.8157,1.4009,-3.3923,0.5887,0.6631,0.2276,-0.6925,NORMAL,0.0150,0.1260
12/21/2017,15422274.0000,34653132.0000,-19230858.0000,90509450.0000,78388351.0000,12121100.0000,-7109759.0000,335.6800,397.3800,-0.0010,-0.0048,0.1597,0.5231,-1.0344,0.0197,0.0176,0.0334,-4.1234,NORMAL,0.0150,0.1260
12/22/2017,17120748.0000,21769398.0000,-4648650.0000,88793457.0000,80480324.0000,8313133.0000,3664483.0000,334.1300,396.9100,0.0046,0.0012,0.1101,-0.3718,0.7583,-0.0190,0.0267,-0.3142,-1.5154,NORMAL,0.0150,0.1260
12/23/2017,10855448.0000,8428731.0000,2426717.0000,67594281.0000,49818172.0000,17776109.0000,20202826.0000,332.6800,394.1600,0.0043,0.0069,-0.3659,-0.6128,1.5220,-0.2387,-0.3810,1.1383,4.5131,WEEKEND,0.0150,0.1260
12/24/2017,6088970.0000,4919560.0000,1169410.0000,39974626.0000,36381382.0000,3593244.0000,4762655.0000,332.6800,394.1600,0.0000,0.0000,-0.4391,-0.4163,0.5181,-0.4086,-0.2697,-0.7979,-0.7643,WEEKEND,0.0150,0.1260
12/25/2017,19134737.0000,18842902.0000,291836.0000,90921361.0000,85001625.0000,5919735.0000,6211571.0000,332.6800,394.1600,0.0000,0.0000,2.1425,2.8302,0.7504,1.2745,1.3364,0.6475,0.3042,NORMAL,0.0150,0.1260
12/26/2017,17161390.0000,23686298.0000,-6524908.0000,97684837.0000,82104013.0000,15580823.0000,9055915.0000,333.3200,395.4500,-0.0019,-0.0033,-0.1031,0.2570,23.3581,0.0744,-0.0341,1.6320,0.4579,NORMAL,0.0150,0.1260
12/27/2017,18415922.0000,28505669.0000,-10089747.0000,109182362.0000,74400028.0000,34782335.0000,24692587.0000,332.3600,394.0500,0.0029,0.0035,0.0731,0.2035,-0.5463,0.1177,-0.0938,1.2324,1.7267,NORMAL,0.0150,0.1260
12/28/2017,23581998.0000,18910454.0000,4671544.0000,125252594.0000,87444074.0000,37808520.0000,42480064.0000,331.3800,393.9100,0.0029,0.0004,0.2805,-0.3366,1.4630,0.1472,0.1753,0.0870,0.7204,NORMAL,0.0150,0.1260
12/29/2017,30869471.0000,24580964.0000,6288507.0000,159131635.0000,80679766.0000,78451869.0000,84740376.0000,331.3100,395.2900,0.0002,-0.0035,0.3090,0.2999,-0.3461,0.2705,-0.0774,1.0750,0.9948,NORMAL,0.0150,0.1260
12/30/2017,15637475.0000,7578573.0000,8058902.0000,110845979.0000,40306730.0000,70539249.0000,78598151.0000,332.3300,398.2300,-0.0031,-0.0074,-0.4934,-0.6917,-0.2815,-0.3034,-0.5004,-0.1009,-0.0725,HOLIDAY,0.0150,0.1260
12/31/2017,7786047.0000,2126492.0000,5659555.0000,56287388.0000,24947563.0000,31339825.0000,36999380.0000,332.3300,398.2300,0.0000,0.0000,-0.5021,-0.7194,0.2977,-0.4922,-0.3811,-0.5557,-0.5293,HOLIDAY,0.0150,0.1260
